iface,ppn,unit,test,bytes,uvn,no_uvn
em1,1,mbytes/sec,PingPing,16384,314.59,258.93
em1,1,mbytes/sec,PingPing,32768,499.66,505.66
em1,1,mbytes/sec,PingPing,65536,731.49,626.95
em1,1,mbytes/sec,PingPing,131072,914.13,1027.39
em1,1,mbytes/sec,PingPing,262144,1085.99,1214.95
em1,1,mbytes/sec,PingPing,524288,1428.74,1524.77
em1,1,mbytes/sec,PingPing,1048576,1690.77,1773.12
em1,1,mbytes/sec,PingPing,2097152,1875.58,1977.84
em1,1,mbytes/sec,PingPing,4194304,1948.49,2057.82
em1,1,mbytes/sec,Unirandom,0,0.00,0.00
em1,1,mbytes/sec,Unirandom,1,0.04,0.06
em1,1,mbytes/sec,Unirandom,2,0.08,0.11
em1,1,mbytes/sec,Unirandom,4,0.16,0.22
em1,1,mbytes/sec,Unirandom,8,0.33,0.45
em1,1,mbytes/sec,Unirandom,16,0.65,0.88
em1,1,mbytes/sec,Unirandom,32,1.27,1.75
em1,1,mbytes/sec,Unirandom,64,2.51,3.41
em1,1,mbytes/sec,Unirandom,128,4.74,6.59
em1,1,mbytes/sec,Unirandom,256,9.16,12.39
em1,1,mbytes/sec,Unirandom,512,18.47,23.23
em1,1,mbytes/sec,Unirandom,1024,36.29,47.24
em1,1,mbytes/sec,Unirandom,2048,69.81,87.41
em1,1,mbytes/sec,Unirandom,4096,122.48,147.69
em1,1,mbytes/sec,Unirandom,8192,198.62,193.51
em1,1,mbytes/sec,Unirandom,16384,277.70,285.76
em1,1,mbytes/sec,Unirandom,32768,406.92,400.55
em1,1,mbytes/sec,Unirandom,65536,530.15,476.84
em1,1,mbytes/sec,Unirandom,131072,636.72,639.33
em1,1,mbytes/sec,Unirandom,262144,618.47,681.89
em1,1,mbytes/sec,Unirandom,524288,793.51,829.40
em1,1,mbytes/sec,Unirandom,1048576,929.16,939.13
em1,1,mbytes/sec,Unirandom,2097152,1009.34,1011.25
em1,1,mbytes/sec,Unirandom,4194304,1060.94,1047.01
em1,1,mbytes/sec,Birandom,0,0.00,0.00
em1,1,mbytes/sec,Birandom,1,0.06,0.06
em1,1,mbytes/sec,Birandom,2,0.12,0.13
em1,1,mbytes/sec,Birandom,4,0.23,0.26
em1,1,mbytes/sec,Birandom,8,0.46,0.51
em1,1,mbytes/sec,Birandom,16,0.92,1.03
em1,1,mbytes/sec,Birandom,32,1.83,1.97
em1,1,mbytes/sec,Birandom,64,3.63,3.74
em1,1,mbytes/sec,Birandom,128,6.92,8.63
em1,1,mbytes/sec,Birandom,256,13.04,13.85
em1,1,mbytes/sec,Birandom,512,22.43,23.75
em1,1,mbytes/sec,Birandom,1024,35.63,35.67
em1,1,mbytes/sec,Birandom,2048,62.39,64.98
em1,1,mbytes/sec,Birandom,4096,123.60,124.69
em1,1,mbytes/sec,Birandom,8192,237.54,197.63
em1,1,mbytes/sec,Birandom,16384,314.38,259.59
em1,1,mbytes/sec,Birandom,32768,496.30,503.28
em1,1,mbytes/sec,Birandom,65536,742.14,626.11
em1,1,mbytes/sec,Birandom,131072,942.62,1029.25
em1,1,mbytes/sec,Birandom,262144,1106.22,1218.69
em1,1,mbytes/sec,Birandom,524288,1454.87,1530.33
em1,1,mbytes/sec,Birandom,1048576,1709.52,1777.85
em1,1,mbytes/sec,Birandom,2097152,1893.10,1985.36
em1,1,mbytes/sec,Birandom,4194304,1972.38,2053.94
em1,1,mbytes/sec,Corandom,0,0.00,0.00
em1,1,mbytes/sec,Corandom,1,0.06,0.06
em1,1,mbytes/sec,Corandom,2,0.12,0.13
em1,1,mbytes/sec,Corandom,4,0.23,0.26
em1,1,mbytes/sec,Corandom,8,0.46,0.51
em1,1,mbytes/sec,Corandom,16,0.92,1.03
em1,1,mbytes/sec,Corandom,32,1.83,1.97
em1,1,mbytes/sec,Corandom,64,3.62,3.73
em1,1,mbytes/sec,Corandom,128,6.92,8.61
em1,1,mbytes/sec,Corandom,256,13.03,13.85
em1,1,mbytes/sec,Corandom,512,22.48,23.75
em1,1,mbytes/sec,Corandom,1024,35.62,35.65
em1,1,mbytes/sec,Corandom,2048,62.39,64.27
em1,1,mbytes/sec,Corandom,4096,123.24,124.70
em1,1,mbytes/sec,Corandom,8192,243.84,187.51
em1,1,mbytes/sec,Corandom,16384,314.03,258.30
em1,1,mbytes/sec,Corandom,32768,498.33,504.70
em1,1,mbytes/sec,Corandom,65536,733.48,625.16
em1,1,mbytes/sec,Corandom,131072,905.11,1023.58
em1,1,mbytes/sec,Corandom,262144,1088.89,1217.17
em1,1,mbytes/sec,Corandom,524288,1433.92,1524.01
em1,1,mbytes/sec,Corandom,1048576,1682.91,1765.17
em1,1,mbytes/sec,Corandom,2097152,1876.58,1981.66
em1,1,mbytes/sec,Corandom,4194304,1944.71,2051.49
ib0,1,mbytes/sec,PingPong,0,0.00,0.00
ib0,1,mbytes/sec,PingPong,1,0.04,0.07
ib0,1,mbytes/sec,PingPong,2,0.08,0.14
ib0,1,mbytes/sec,PingPong,4,0.16,0.27
ib0,1,mbytes/sec,PingPong,8,0.33,0.54
ib0,1,mbytes/sec,PingPong,16,0.66,1.09
ib0,1,mbytes/sec,PingPong,32,1.31,2.16
ib0,1,mbytes/sec,PingPong,64,2.62,4.32
ib0,1,mbytes/sec,PingPong,128,5.03,7.85
ib0,1,mbytes/sec,PingPong,256,9.99,12.95
ib0,1,mbytes/sec,PingPong,512,18.05,23.42
ib0,1,mbytes/sec,PingPong,1024,35.48,45.33
ib0,1,mbytes/sec,PingPong,2048,66.69,85.12
ib0,1,mbytes/sec,PingPong,4096,117.67,147.29
ib0,1,mbytes/sec,PingPong,8192,205.56,253.15
ib0,1,mbytes/sec,PingPong,16384,280.50,348.79
ib0,1,mbytes/sec,PingPong,32768,406.79,518.34
ib0,1,mbytes/sec,PingPong,65536,543.52,664.98
ib0,1,mbytes/sec,PingPong,131072,568.96,782.27
ib0,1,mbytes/sec,PingPong,262144,817.40,1105.29
ib0,1,mbytes/sec,PingPong,524288,1197.00,1430.60
ib0,1,mbytes/sec,PingPong,1048576,1239.08,1698.84
ib0,1,mbytes/sec,PingPong,2097152,1460.70,1877.51
ib0,1,mbytes/sec,PingPong,4194304,1831.89,2104.38
ib0,1,mbytes/sec,PingPing,0,0.00,0.00
ib0,1,mbytes/sec,PingPing,1,0.08,0.11
ib0,1,mbytes/sec,PingPing,2,0.15,0.21
ib0,1,mbytes/sec,PingPing,4,0.31,0.43
ib0,1,mbytes/sec,PingPing,8,0.61,0.85
ib0,1,mbytes/sec,PingPing,16,1.20,1.69
ib0,1,mbytes/sec,PingPing,32,2.37,3.41
ib0,1,mbytes/sec,PingPing,64,4.87,6.72
ib0,1,mbytes/sec,PingPing,128,9.39,12.92
ib0,1,mbytes/sec,PingPing,256,18.37,26.06
ib0,1,mbytes/sec,PingPing,512,33.84,43.62
ib0,1,mbytes/sec,PingPing,1024,66.44,83.79
ib0,1,mbytes/sec,PingPing,2048,128.84,159.17
ib0,1,mbytes/sec,PingPing,4096,231.11,283.69
ib0,1,mbytes/sec,PingPing,8192,403.98,490.41
ib0,1,mbytes/sec,PingPing,16384,569.45,666.69
ib0,1,mbytes/sec,PingPing,32768,722.97,841.66
ib0,1,mbytes/sec,PingPing,65536,877.17,960.31
ib0,1,mbytes/sec,PingPing,131072,926.14,972.00
ib0,1,mbytes/sec,PingPing,262144,1580.68,1817.99
ib0,1,mbytes/sec,PingPing,524288,1900.54,2136.76
ib0,1,mbytes/sec,PingPing,1048576,2153.47,2343.14
ib0,1,mbytes/sec,PingPing,2097152,2386.33,1668.67
ib0,1,mbytes/sec,PingPing,4194304,2525.99,2066.42
ib0,1,mbytes/sec,Unirandom,0,0.00,0.00
ib0,1,mbytes/sec,Unirandom,1,0.05,0.07
ib0,1,mbytes/sec,Unirandom,2,0.09,0.15
ib0,1,mbytes/sec,Unirandom,4,0.19,0.30
ib0,1,mbytes/sec,Unirandom,8,0.37,0.59
ib0,1,mbytes/sec,Unirandom,16,0.74,1.19
ib0,1,mbytes/sec,Unirandom,32,1.49,2.37
ib0,1,mbytes/sec,Unirandom,64,2.97,4.70
ib0,1,mbytes/sec,Unirandom,128,5.71,9.03
ib0,1,mbytes/sec,Unirandom,256,11.27,17.84
ib0,1,mbytes/sec,Unirandom,512,19.98,31.94
ib0,1,mbytes/sec,Unirandom,1024,39.60,62.13
ib0,1,mbytes/sec,Unirandom,2048,76.71,117.32
ib0,1,mbytes/sec,Unirandom,4096,141.43,210.21
ib0,1,mbytes/sec,Unirandom,8192,254.80,366.48
ib0,1,mbytes/sec,Unirandom,16384,335.74,479.64
ib0,1,mbytes/sec,Unirandom,32768,465.36,643.62
ib0,1,mbytes/sec,Unirandom,65536,599.36,789.47
ib0,1,mbytes/sec,Unirandom,131072,680.03,869.35
ib0,1,mbytes/sec,Unirandom,262144,825.89,1109.56
ib0,1,mbytes/sec,Unirandom,524288,1123.47,1454.29
ib0,1,mbytes/sec,Unirandom,1048576,1402.67,1758.38
ib0,1,mbytes/sec,Unirandom,2097152,1662.09,1986.32
ib0,1,mbytes/sec,Unirandom,4194304,1824.78,2178.51
ib0,1,mbytes/sec,Birandom,0,0.00,0.00
ib0,1,mbytes/sec,Birandom,1,0.06,0.11
ib0,1,mbytes/sec,Birandom,2,0.13,0.23
ib0,1,mbytes/sec,Birandom,4,0.26,0.45
ib0,1,mbytes/sec,Birandom,8,0.51,0.89
ib0,1,mbytes/sec,Birandom,16,1.02,1.81
ib0,1,mbytes/sec,Birandom,32,2.02,3.59
ib0,1,mbytes/sec,Birandom,64,4.05,7.11
ib0,1,mbytes/sec,Birandom,128,7.95,13.92
ib0,1,mbytes/sec,Birandom,256,15.79,27.20
ib0,1,mbytes/sec,Birandom,512,29.63,44.12
ib0,1,mbytes/sec,Birandom,1024,58.32,86.08
ib0,1,mbytes/sec,Birandom,2048,112.87,162.32
ib0,1,mbytes/sec,Birandom,4096,204.77,286.13
ib0,1,mbytes/sec,Birandom,8192,354.13,490.99
ib0,1,mbytes/sec,Birandom,16384,504.26,682.36
ib0,1,mbytes/sec,Birandom,32768,673.85,868.61
ib0,1,mbytes/sec,Birandom,65536,848.62,994.08
ib0,1,mbytes/sec,Birandom,131072,947.31,998.70
ib0,1,mbytes/sec,Birandom,262144,1524.84,1875.20
ib0,1,mbytes/sec,Birandom,524288,1890.35,2194.94
ib0,1,mbytes/sec,Birandom,1048576,2165.49,2382.66
ib0,1,mbytes/sec,Birandom,2097152,2459.58,2625.70
ib0,1,mbytes/sec,Birandom,4194304,2538.57,2748.25
ib0,1,mbytes/sec,Corandom,0,0.00,0.00
ib0,1,mbytes/sec,Corandom,1,0.06,0.11
ib0,1,mbytes/sec,Corandom,2,0.13,0.21
ib0,1,mbytes/sec,Corandom,4,0.26,0.42
ib0,1,mbytes/sec,Corandom,8,0.51,0.87
ib0,1,mbytes/sec,Corandom,16,1.02,1.71
ib0,1,mbytes/sec,Corandom,32,2.05,3.38
ib0,1,mbytes/sec,Corandom,64,4.06,6.67
ib0,1,mbytes/sec,Corandom,128,7.94,13.12
ib0,1,mbytes/sec,Corandom,256,15.78,26.24
ib0,1,mbytes/sec,Corandom,512,29.54,43.55
ib0,1,mbytes/sec,Corandom,1024,58.02,85.13
ib0,1,mbytes/sec,Corandom,2048,112.40,161.41
ib0,1,mbytes/sec,Corandom,4096,204.69,282.82
ib0,1,mbytes/sec,Corandom,8192,361.50,488.52
ib0,1,mbytes/sec,Corandom,16384,497.38,662.43
ib0,1,mbytes/sec,Corandom,32768,665.08,839.90
ib0,1,mbytes/sec,Corandom,65536,829.06,956.01
ib0,1,mbytes/sec,Corandom,131072,901.07,970.55
ib0,1,mbytes/sec,Corandom,262144,1512.34,1838.65
ib0,1,mbytes/sec,Corandom,524288,1857.80,2141.96
ib0,1,mbytes/sec,Corandom,1048576,2126.10,2352.72
ib0,1,mbytes/sec,Corandom,2097152,2373.88,2591.93
ib0,1,mbytes/sec,Corandom,4194304,2501.38,2713.70
default,1,messages/sec,PingPong,0,523221,528520
default,1,messages/sec,PingPong,1,555942,527949
default,1,messages/sec,PingPong,2,577387,552609
default,1,messages/sec,PingPong,4,605790,621671
default,1,messages/sec,PingPong,8,613174,644724
default,1,messages/sec,PingPong,16,622020,644459
default,1,messages/sec,PingPong,32,634321,637683
default,1,messages/sec,PingPong,64,581963,578602
default,1,messages/sec,PingPong,128,369147,364834
default,1,messages/sec,PingPong,256,351359,348595
default,1,messages/sec,PingPong,512,338527,338928
default,1,messages/sec,PingPong,1024,300070,300734
default,1,messages/sec,PingPong,2048,247225,248774
default,1,messages/sec,PingPong,4096,204617,206123
default,1,messages/sec,PingPong,8192,151772,151401
default,1,messages/sec,PingPong,16384,111193,110434
default,1,messages/sec,PingPong,32768,71849,71383
default,1,messages/sec,PingPong,65536,41240,41017
default,1,messages/sec,PingPong,131072,21883,21862
default,1,messages/sec,PingPong,262144,10223,10238
default,1,messages/sec,PingPong,524288,5272,5304
default,1,messages/sec,PingPong,1048576,2672,2682
default,1,messages/sec,PingPong,2097152,1352,1362
default,1,messages/sec,PingPong,4194304,701,704
default,1,messages/sec,PingPing,0,1233808,1244712
default,1,messages/sec,PingPing,1,1227531,1125986
default,1,messages/sec,PingPing,2,1109917,992586
default,1,messages/sec,PingPing,4,1058792,983217
default,1,messages/sec,PingPing,8,970700,983327
default,1,messages/sec,PingPing,16,966677,993841
default,1,messages/sec,PingPing,32,935780,983864
default,1,messages/sec,PingPing,64,850048,863136
default,1,messages/sec,PingPing,128,555217,561070
default,1,messages/sec,PingPing,256,539910,577209
default,1,messages/sec,PingPing,512,515013,584777
default,1,messages/sec,PingPing,1024,488783,513229
default,1,messages/sec,PingPing,2048,439456,424881
default,1,messages/sec,PingPing,4096,372182,381878
default,1,messages/sec,PingPing,8192,273364,278232
default,1,messages/sec,PingPing,16384,200542,202699
default,1,messages/sec,PingPing,32768,137015,137556
default,1,messages/sec,PingPing,65536,78790,79705
default,1,messages/sec,PingPing,131072,42276,42359
default,1,messages/sec,PingPing,262144,19675,19429
default,1,messages/sec,PingPing,524288,8978,10186
default,1,messages/sec,PingPing,1048576,3822,5222
default,1,messages/sec,PingPing,2097152,1959,2647
default,1,messages/sec,PingPing,4194304,1114,1344
default,1,messages/sec,Unirandom,0,921869,992419
default,1,messages/sec,Unirandom,1,876130,871961
default,1,messages/sec,Unirandom,2,839477,797088
default,1,messages/sec,Unirandom,4,840629,783940
default,1,messages/sec,Unirandom,8,815813,780793
default,1,messages/sec,Unirandom,16,798051,780830
default,1,messages/sec,Unirandom,32,784200,773737
default,1,messages/sec,Unirandom,64,699171,708370
default,1,messages/sec,Unirandom,128,496672,497287
default,1,messages/sec,Unirandom,256,492548,515056
default,1,messages/sec,Unirandom,512,520840,533963
default,1,messages/sec,Unirandom,1024,461465,472838
default,1,messages/sec,Unirandom,2048,377471,390586
default,1,messages/sec,Unirandom,4096,313705,318045
default,1,messages/sec,Unirandom,8192,164231,163395
default,1,messages/sec,Unirandom,16384,118575,116922
default,1,messages/sec,Unirandom,32768,75327,74974
default,1,messages/sec,Unirandom,65536,43334,43026
default,1,messages/sec,Unirandom,131072,23367,23508
default,1,messages/sec,Unirandom,262144,11016,11034
default,1,messages/sec,Unirandom,524288,5739,5750
default,1,messages/sec,Unirandom,1048576,3024,3047
default,1,messages/sec,Unirandom,2097152,1545,1546
default,1,messages/sec,Unirandom,4194304,766,771
default,1,messages/sec,Birandom,0,1220800,1219980
default,1,messages/sec,Birandom,1,1232140,1235218
default,1,messages/sec,Birandom,2,1204711,1217527
default,1,messages/sec,Birandom,4,1223760,1223247
default,1,messages/sec,Birandom,8,1209244,1212172
default,1,messages/sec,Birandom,16,1223912,1222169
default,1,messages/sec,Birandom,32,1195745,1201477
default,1,messages/sec,Birandom,64,1115440,1118335
default,1,messages/sec,Birandom,128,703472,709945
default,1,messages/sec,Birandom,256,663279,665239
default,1,messages/sec,Birandom,512,631773,639632
default,1,messages/sec,Birandom,1024,551587,561449
default,1,messages/sec,Birandom,2048,468271,466800
default,1,messages/sec,Birandom,4096,390890,393629
default,1,messages/sec,Birandom,8192,282737,280865
default,1,messages/sec,Birandom,16384,205735,202258
default,1,messages/sec,Birandom,32768,138056,137500
default,1,messages/sec,Birandom,65536,79583,80097
default,1,messages/sec,Birandom,131072,42816,42909
default,1,messages/sec,Birandom,262144,19879,19690
default,1,messages/sec,Birandom,524288,10367,10329
default,1,messages/sec,Birandom,1048576,5328,5300
default,1,messages/sec,Birandom,2097152,2703,2686
default,1,messages/sec,Birandom,4194304,1358,1349
default,1,messages/sec,Corandom,0,1200747,1202488
default,1,messages/sec,Corandom,1,1103709,1216478
default,1,messages/sec,Corandom,2,1060971,1198747
default,1,messages/sec,Corandom,4,1017315,1005879
default,1,messages/sec,Corandom,8,950060,912841
default,1,messages/sec,Corandom,16,923029,905106
default,1,messages/sec,Corandom,32,893060,899514
default,1,messages/sec,Corandom,64,829806,836464
default,1,messages/sec,Corandom,128,543597,551781
default,1,messages/sec,Corandom,256,533257,513193
default,1,messages/sec,Corandom,512,529930,505367
default,1,messages/sec,Corandom,1024,505358,507199
default,1,messages/sec,Corandom,2048,427518,435003
default,1,messages/sec,Corandom,4096,376739,368473
default,1,messages/sec,Corandom,8192,272607,272443
default,1,messages/sec,Corandom,16384,203305,199411
default,1,messages/sec,Corandom,32768,134322,134491
default,1,messages/sec,Corandom,65536,77700,77137
default,1,messages/sec,Corandom,131072,42602,42335
default,1,messages/sec,Corandom,262144,19664,19264
default,1,messages/sec,Corandom,524288,10202,10099
default,1,messages/sec,Corandom,1048576,5250,5209
default,1,messages/sec,Corandom,2097152,2659,2650
default,1,messages/sec,Corandom,4194304,1354,1343
em1,1,messages/sec,PingPong,0,29483,37443
em1,1,messages/sec,PingPong,1,30145,38897
em1,1,messages/sec,PingPong,2,30086,38876
em1,1,messages/sec,PingPong,4,30000,38847
em1,1,messages/sec,PingPong,8,30088,38827
em1,1,messages/sec,PingPong,16,29984,38792
em1,1,messages/sec,PingPong,32,30002,38756
em1,1,messages/sec,PingPong,64,29710,38437
em1,1,messages/sec,PingPong,128,29535,34761
em1,1,messages/sec,PingPong,256,29054,27060
em1,1,messages/sec,PingPong,512,26609,23193
em1,1,messages/sec,PingPong,1024,25472,17400
em1,1,messages/sec,PingPong,2048,23177,15229
em1,1,messages/sec,PingPong,4096,19422,15224
em1,1,messages/sec,PingPong,8192,15651,15224
em1,1,messages/sec,PingPong,16384,10297,10509
em1,1,messages/sec,PingPong,32768,8079,10047
em1,1,messages/sec,PingPong,65536,6117,4548
em1,1,messages/sec,PingPong,131072,3846,3576
em1,1,messages/sec,PingPong,262144,2384,2657
em1,1,messages/sec,PingPong,524288,1529,1587
em1,1,messages/sec,PingPong,1048576,885,892
em1,1,messages/sec,PingPong,2097152,476,480
em1,1,messages/sec,PingPong,4194304,250,248
em1,1,messages/sec,PingPing,0,57340,64269
em1,1,messages/sec,PingPing,1,57550,64301
em1,1,messages/sec,PingPing,2,57497,64360
em1,1,messages/sec,PingPing,4,57553,64333
em1,1,messages/sec,PingPing,8,57376,64242
em1,1,messages/sec,PingPing,16,57144,64260
em1,1,messages/sec,PingPing,32,57008,61525
em1,1,messages/sec,PingPing,64,56335,58225
em1,1,messages/sec,PingPing,128,53865,67132
em1,1,messages/sec,PingPing,256,50943,54100
em1,1,messages/sec,PingPing,512,43836,46376
em1,1,messages/sec,PingPing,1024,34795,34811
em1,1,messages/sec,PingPing,2048,30458,31466
em1,1,messages/sec,PingPing,4096,30166,30440
em1,1,messages/sec,PingPing,8192,29907,24112
em1,1,messages/sec,PingPing,16384,19201,15804
em1,1,messages/sec,PingPing,32768,15248,15431
em1,1,messages/sec,PingPing,65536,11162,9566
em1,1,messages/sec,PingPing,131072,6974,7838
em1,1,messages/sec,PingPing,262144,4143,4635
em1,1,messages/sec,PingPing,524288,2725,2908
em1,1,messages/sec,PingPing,1048576,1612,1691
em1,1,messages/sec,PingPing,2097152,894,943
em1,1,messages/sec,PingPing,4194304,465,491
em1,1,messages/sec,Unirandom,0,40911,55915
em1,1,messages/sec,Unirandom,1,40895,55891
em1,1,messages/sec,Unirandom,2,40885,55717
em1,1,messages/sec,Unirandom,4,40830,55835
em1,1,messages/sec,Unirandom,8,40792,55834
em1,1,messages/sec,Unirandom,16,40326,54986
em1,1,messages/sec,Unirandom,32,39831,54550
em1,1,messages/sec,Unirandom,64,39241,53218
em1,1,messages/sec,Unirandom,128,37069,51502
em1,1,messages/sec,Unirandom,256,35775,48386
em1,1,messages/sec,Unirandom,512,36080,45380
em1,1,messages/sec,Unirandom,1024,35438,46133
em1,1,messages/sec,Unirandom,2048,34088,42680
em1,1,messages/sec,Unirandom,4096,29902,36057
em1,1,messages/sec,Unirandom,8192,24245,23621
em1,1,messages/sec,Unirandom,16384,16950,17442
em1,1,messages/sec,Unirandom,32768,12418,12224
em1,1,messages/sec,Unirandom,65536,8089,7276
em1,1,messages/sec,Unirandom,131072,4858,4878
em1,1,messages/sec,Unirandom,262144,2359,2601
em1,1,messages/sec,Unirandom,524288,1513,1582
em1,1,messages/sec,Unirandom,1048576,886,896
em1,1,messages/sec,Unirandom,2097152,481,482
em1,1,messages/sec,Unirandom,4194304,253,250
em1,1,messages/sec,Birandom,0,57511,64399
em1,1,messages/sec,Birandom,1,57604,64361
em1,1,messages/sec,Birandom,2,57566,64342
em1,1,messages/sec,Birandom,4,57557,64236
em1,1,messages/sec,Birandom,8,57531,64229
em1,1,messages/sec,Birandom,16,57355,64205
em1,1,messages/sec,Birandom,32,57108,61562
em1,1,messages/sec,Birandom,64,56682,58416
em1,1,messages/sec,Birandom,128,54071,67459
em1,1,messages/sec,Birandom,256,50921,54105
em1,1,messages/sec,Birandom,512,43809,46380
em1,1,messages/sec,Birandom,1024,34793,34833
em1,1,messages/sec,Birandom,2048,30465,31727
em1,1,messages/sec,Birandom,4096,30176,30442
em1,1,messages/sec,Birandom,8192,28997,24125
em1,1,messages/sec,Birandom,16384,19189,15844
em1,1,messages/sec,Birandom,32768,15146,15359
em1,1,messages/sec,Birandom,65536,11324,9554
em1,1,messages/sec,Birandom,131072,7192,7853
em1,1,messages/sec,Birandom,262144,4220,4649
em1,1,messages/sec,Birandom,524288,2775,2919
em1,1,messages/sec,Birandom,1048576,1630,1695
em1,1,messages/sec,Birandom,2097152,903,947
em1,1,messages/sec,Birandom,4194304,470,490
em1,1,messages/sec,Corandom,0,57517,64306
em1,1,messages/sec,Corandom,1,57596,64188
em1,1,messages/sec,Corandom,2,57645,64258
em1,1,messages/sec,Corandom,4,57520,64229
em1,1,messages/sec,Corandom,8,57390,64156
em1,1,messages/sec,Corandom,16,57229,64098
em1,1,messages/sec,Corandom,32,57112,61414
em1,1,messages/sec,Corandom,64,56586,58218
em1,1,messages/sec,Corandom,128,54091,67236
em1,1,messages/sec,Corandom,256,50894,54097
em1,1,messages/sec,Corandom,512,43899,46379
em1,1,messages/sec,Corandom,1024,34787,34817
em1,1,messages/sec,Corandom,2048,30465,31381
em1,1,messages/sec,Corandom,4096,30089,30446
em1,1,messages/sec,Corandom,8192,29765,22890
em1,1,messages/sec,Corandom,16384,19167,15765
em1,1,messages/sec,Corandom,32768,15208,15402
em1,1,messages/sec,Corandom,65536,11192,9539
em1,1,messages/sec,Corandom,131072,6905,7809
em1,1,messages/sec,Corandom,262144,4154,4643
em1,1,messages/sec,Corandom,524288,2735,2907
em1,1,messages/sec,Corandom,1048576,1605,1683
em1,1,messages/sec,Corandom,2097152,895,945
em1,1,messages/sec,Corandom,4194304,464,489
ib0,1,messages/sec,PingPong,0,39133,61880
ib0,1,messages/sec,PingPong,1,41044,67971
ib0,1,messages/sec,PingPong,2,41096,68076
ib0,1,messages/sec,PingPong,4,40980,67727
ib0,1,messages/sec,PingPong,8,40964,67854
ib0,1,messages/sec,PingPong,16,41033,68067
ib0,1,messages/sec,PingPong,32,41067,67428
ib0,1,messages/sec,PingPong,64,40952,67558
ib0,1,messages/sec,PingPong,128,39270,61364
ib0,1,messages/sec,PingPong,256,39012,50596
ib0,1,messages/sec,PingPong,512,35261,45735
ib0,1,messages/sec,PingPong,1024,34652,44272
ib0,1,messages/sec,PingPong,2048,32561,41562
ib0,1,messages/sec,PingPong,4096,28728,35959
ib0,1,messages/sec,PingPong,8192,25092,30903
ib0,1,messages/sec,PingPong,16384,17121,21289
ib0,1,messages/sec,PingPong,32768,12414,15818
ib0,1,messages/sec,PingPong,65536,8293,10147
ib0,1,messages/sec,PingPong,131072,4341,5968
ib0,1,messages/sec,PingPong,262144,3118,4216
ib0,1,messages/sec,PingPong,524288,2283,2729
ib0,1,messages/sec,PingPong,1048576,1182,1620
ib0,1,messages/sec,PingPong,2097152,697,895
ib0,1,messages/sec,PingPong,4194304,437,502
ib0,1,messages/sec,PingPing,0,75710,106242
ib0,1,messages/sec,PingPing,1,76618,106612
ib0,1,messages/sec,PingPing,2,76223,106526
ib0,1,messages/sec,PingPing,4,76301,107068
ib0,1,messages/sec,PingPing,8,76215,106347
ib0,1,messages/sec,PingPing,16,75205,105667
ib0,1,messages/sec,PingPing,32,73999,106434
ib0,1,messages/sec,PingPing,64,76049,105056
ib0,1,messages/sec,PingPing,128,73357,100917
ib0,1,messages/sec,PingPing,256,71746,101799
ib0,1,messages/sec,PingPing,512,66093,85203
ib0,1,messages/sec,PingPing,1024,64880,81823
ib0,1,messages/sec,PingPing,2048,62909,77719
ib0,1,messages/sec,PingPing,4096,56424,69260
ib0,1,messages/sec,PingPing,8192,49314,59864
ib0,1,messages/sec,PingPing,16384,34756,40692
ib0,1,messages/sec,PingPing,32768,22063,25685
ib0,1,messages/sec,PingPing,65536,13385,14653
ib0,1,messages/sec,PingPing,131072,7066,7416
ib0,1,messages/sec,PingPing,262144,6030,6935
ib0,1,messages/sec,PingPing,524288,3625,4076
ib0,1,messages/sec,PingPing,1048576,2054,2235
ib0,1,messages/sec,PingPing,2097152,1138,796
ib0,1,messages/sec,PingPing,4194304,602,493
ib0,1,messages/sec,Unirandom,0,45688,73450
ib0,1,messages/sec,Unirandom,1,46387,74624
ib0,1,messages/sec,Unirandom,2,46423,74208
ib0,1,messages/sec,Unirandom,4,46405,74345
ib0,1,messages/sec,Unirandom,8,46394,74124
ib0,1,messages/sec,Unirandom,16,46390,74255
ib0,1,messages/sec,Unirandom,32,46531,73984
ib0,1,messages/sec,Unirandom,64,46388,73366
ib0,1,messages/sec,Unirandom,128,44584,70585
ib0,1,messages/sec,Unirandom,256,44012,69695
ib0,1,messages/sec,Unirandom,512,39031,62390
ib0,1,messages/sec,Unirandom,1024,38667,60673
ib0,1,messages/sec,Unirandom,2048,37458,57284
ib0,1,messages/sec,Unirandom,4096,34528,51320
ib0,1,messages/sec,Unirandom,8192,31103,44736
ib0,1,messages/sec,Unirandom,16384,20492,29275
ib0,1,messages/sec,Unirandom,32768,14202,19642
ib0,1,messages/sec,Unirandom,65536,9146,12046
ib0,1,messages/sec,Unirandom,131072,5188,6633
ib0,1,messages/sec,Unirandom,262144,3151,4233
ib0,1,messages/sec,Unirandom,524288,2143,2774
ib0,1,messages/sec,Unirandom,1048576,1338,1677
ib0,1,messages/sec,Unirandom,2097152,793,947
ib0,1,messages/sec,Unirandom,4194304,435,519
ib0,1,messages/sec,Birandom,0,62910,111045
ib0,1,messages/sec,Birandom,1,63540,113176
ib0,1,messages/sec,Birandom,2,64113,113178
ib0,1,messages/sec,Birandom,4,64355,112018
ib0,1,messages/sec,Birandom,8,64314,111512
ib0,1,messages/sec,Birandom,16,63825,113281
ib0,1,messages/sec,Birandom,32,63163,112265
ib0,1,messages/sec,Birandom,64,63227,111034
ib0,1,messages/sec,Birandom,128,62126,108711
