iface,ppn,unit,test,bytes,uvn,no_uvn
default,1,mbytes/sec,PingPong,131072,22812.16,18060.20
default,1,mbytes/sec,PingPong,262144,21391.36,19885.21
default,1,mbytes/sec,PingPong,524288,19777.35,22081.29
default,1,mbytes/sec,PingPong,1048576,21497.72,22364.05
default,1,mbytes/sec,PingPong,2097152,22632.17,22674.81
default,1,mbytes/sec,PingPong,4194304,23459.66,23614.69
default,1,mbytes/sec,PingPing,0,0.00,0.00
default,1,mbytes/sec,PingPing,1,8.30,8.87
default,1,mbytes/sec,PingPing,2,15.56,16.42
default,1,mbytes/sec,PingPing,4,30.89,31.46
default,1,mbytes/sec,PingPing,8,61.88,63.63
default,1,mbytes/sec,PingPing,16,124.63,124.14
default,1,mbytes/sec,PingPing,32,239.78,244.04
default,1,mbytes/sec,PingPing,64,439.55,434.20
default,1,mbytes/sec,PingPing,128,569.70,568.37
default,1,mbytes/sec,PingPing,256,1179.71,1172.37
default,1,mbytes/sec,PingPing,512,2391.89,2320.58
default,1,mbytes/sec,PingPing,1024,4158.37,4067.04
default,1,mbytes/sec,PingPing,2048,6824.33,6924.92
default,1,mbytes/sec,PingPing,4096,12505.34,12407.03
default,1,mbytes/sec,PingPing,8192,18237.21,18147.18
default,1,mbytes/sec,PingPing,16384,26387.08,26314.98
default,1,mbytes/sec,PingPing,32768,36085.63,35889.48
default,1,mbytes/sec,PingPing,65536,40841.84,40886.44
default,1,mbytes/sec,PingPing,131072,44324.49,44270.97
default,1,mbytes/sec,PingPing,262144,40143.65,39862.27
default,1,mbytes/sec,PingPing,524288,41893.91,41731.57
default,1,mbytes/sec,PingPing,1048576,42818.26,42495.93
default,1,mbytes/sec,PingPing,2097152,43674.38,43435.68
default,1,mbytes/sec,PingPing,4194304,44050.23,43923.13
default,1,mbytes/sec,Unirandom,0,0.00,0.00
default,1,mbytes/sec,Unirandom,1,5.30,5.42
default,1,mbytes/sec,Unirandom,2,10.52,10.91
default,1,mbytes/sec,Unirandom,4,20.96,21.88
default,1,mbytes/sec,Unirandom,8,41.65,43.26
default,1,mbytes/sec,Unirandom,16,83.10,86.05
default,1,mbytes/sec,Unirandom,32,165.97,172.03
default,1,mbytes/sec,Unirandom,64,309.91,321.48
default,1,mbytes/sec,Unirandom,128,426.91,444.06
default,1,mbytes/sec,Unirandom,256,810.97,835.24
default,1,mbytes/sec,Unirandom,512,1494.39,1535.33
default,1,mbytes/sec,Unirandom,1024,2579.61,2671.14
default,1,mbytes/sec,Unirandom,2048,4122.78,4296.31
default,1,mbytes/sec,Unirandom,4096,6747.80,7005.02
default,1,mbytes/sec,Unirandom,8192,7330.78,7601.46
default,1,mbytes/sec,Unirandom,16384,10009.19,10411.68
default,1,mbytes/sec,Unirandom,32768,12240.24,12776.48
default,1,mbytes/sec,Unirandom,65536,14032.49,14535.20
default,1,mbytes/sec,Unirandom,131072,14702.82,15411.58
default,1,mbytes/sec,Unirandom,262144,12006.91,12666.30
default,1,mbytes/sec,Unirandom,524288,12838.54,13240.40
default,1,mbytes/sec,Unirandom,1048576,13338.03,13727.10
default,1,mbytes/sec,Unirandom,2097152,13427.50,13771.57
default,1,mbytes/sec,Unirandom,4194304,13408.40,13830.26
default,1,mbytes/sec,Birandom,0,0.00,0.00
default,1,mbytes/sec,Birandom,1,4.24,4.39
default,1,mbytes/sec,Birandom,2,8.48,8.80
default,1,mbytes/sec,Birandom,4,16.89,17.57
default,1,mbytes/sec,Birandom,8,33.09,35.11
default,1,mbytes/sec,Birandom,16,67.28,69.91
default,1,mbytes/sec,Birandom,32,133.51,139.30
default,1,mbytes/sec,Birandom,64,252.48,264.35
default,1,mbytes/sec,Birandom,128,375.38,391.07
default,1,mbytes/sec,Birandom,256,714.62,749.68
default,1,mbytes/sec,Birandom,512,1322.54,1396.89
default,1,mbytes/sec,Birandom,1024,2325.90,2439.95
default,1,mbytes/sec,Birandom,2048,3810.79,3981.57
default,1,mbytes/sec,Birandom,4096,6352.96,6653.27
default,1,mbytes/sec,Birandom,8192,7271.22,7571.96
default,1,mbytes/sec,Birandom,16384,9763.96,9839.79
default,1,mbytes/sec,Birandom,32768,11783.69,12132.45
default,1,mbytes/sec,Birandom,65536,13221.71,13826.03
default,1,mbytes/sec,Birandom,131072,13854.17,14479.08
default,1,mbytes/sec,Birandom,262144,18020.81,19439.39
default,1,mbytes/sec,Birandom,524288,19600.74,20823.58
default,1,mbytes/sec,Birandom,1048576,20740.42,21527.29
default,1,mbytes/sec,Birandom,2097152,21038.55,21652.46
default,1,mbytes/sec,Birandom,4194304,20978.92,21704.85
default,1,mbytes/sec,Corandom,0,0.00,0.00
default,1,mbytes/sec,Corandom,1,7.13,7.39
default,1,mbytes/sec,Corandom,2,13.81,14.08
default,1,mbytes/sec,Corandom,4,27.06,26.86
default,1,mbytes/sec,Corandom,8,53.58,52.58
default,1,mbytes/sec,Corandom,16,105.44,102.36
default,1,mbytes/sec,Corandom,32,206.50,201.02
default,1,mbytes/sec,Corandom,64,385.92,381.31
default,1,mbytes/sec,Corandom,128,574.38,574.83
default,1,mbytes/sec,Corandom,256,1125.93,1154.93
default,1,mbytes/sec,Corandom,512,2199.22,2282.37
default,1,mbytes/sec,Corandom,1024,4042.77,4207.46
default,1,mbytes/sec,Corandom,2048,6685.87,6995.50
default,1,mbytes/sec,Corandom,4096,11265.10,11796.41
default,1,mbytes/sec,Corandom,8192,16280.46,16554.89
default,1,mbytes/sec,Corandom,16384,21612.21,21837.09
default,1,mbytes/sec,Corandom,32768,25457.20,25744.80
default,1,mbytes/sec,Corandom,65536,27628.88,27921.08
default,1,mbytes/sec,Corandom,131072,30969.42,31089.74
default,1,mbytes/sec,Corandom,262144,38632.38,39227.06
default,1,mbytes/sec,Corandom,524288,40932.25,41051.29
default,1,mbytes/sec,Corandom,1048576,42382.40,42636.16
default,1,mbytes/sec,Corandom,2097152,43498.96,43821.30
default,1,mbytes/sec,Corandom,4194304,43821.99,44301.70
default,1,mbytes/sec,Stencil2D,0,0.00,0.00
default,1,mbytes/sec,Stencil2D,1,16.32,17.01
default,1,mbytes/sec,Stencil2D,2,32.60,33.94
default,1,mbytes/sec,Stencil2D,4,64.92,67.96
default,1,mbytes/sec,Stencil2D,8,129.74,135.11
default,1,mbytes/sec,Stencil2D,16,259.87,271.24
default,1,mbytes/sec,Stencil2D,32,521.03,539.68
default,1,mbytes/sec,Stencil2D,64,983.59,1035.40
default,1,mbytes/sec,Stencil2D,128,1397.77,1604.23
default,1,mbytes/sec,Stencil2D,256,2637.12,3022.57
default,1,mbytes/sec,Stencil2D,512,5136.18,5672.78
default,1,mbytes/sec,Stencil2D,1024,9450.46,10266.14
default,1,mbytes/sec,Stencil2D,2048,14993.89,16470.72
default,1,mbytes/sec,Stencil2D,4096,22209.68,25752.44
default,1,mbytes/sec,Stencil2D,8192,28018.02,32355.91
default,1,mbytes/sec,Stencil2D,16384,37077.13,39356.19
default,1,mbytes/sec,Stencil2D,32768,35334.97,43167.01
default,1,mbytes/sec,Stencil2D,65536,38154.64,45834.42
default,1,mbytes/sec,Stencil2D,131072,41401.09,38468.02
default,1,mbytes/sec,Stencil2D,262144,40634.15,42529.60
default,1,mbytes/sec,Stencil2D,524288,41204.95,43566.54
default,1,mbytes/sec,Stencil2D,1048576,41811.10,41331.25
default,1,mbytes/sec,Stencil2D,2097152,41755.40,43880.34
default,1,mbytes/sec,Stencil2D,4194304,41834.00,42824.34
default,1,mbytes/sec,Stencil3D,0,0.00,0.00
default,1,mbytes/sec,Stencil3D,1,17.90,15.80
default,1,mbytes/sec,Stencil3D,2,35.68,31.73
default,1,mbytes/sec,Stencil3D,4,71.27,63.23
default,1,mbytes/sec,Stencil3D,8,142.63,127.06
default,1,mbytes/sec,Stencil3D,16,284.18,250.22
default,1,mbytes/sec,Stencil3D,32,569.16,505.32
default,1,mbytes/sec,Stencil3D,64,1076.31,966.34
default,1,mbytes/sec,Stencil3D,128,1553.54,1569.16
default,1,mbytes/sec,Stencil3D,256,2960.90,2953.42
default,1,mbytes/sec,Stencil3D,512,5577.98,5685.99
default,1,mbytes/sec,Stencil3D,1024,10350.95,10285.15
default,1,mbytes/sec,Stencil3D,2048,16773.38,16249.44
default,1,mbytes/sec,Stencil3D,4096,25822.76,24799.81
default,1,mbytes/sec,Stencil3D,8192,32018.33,34705.49
default,1,mbytes/sec,Stencil3D,16384,37611.61,38879.71
default,1,mbytes/sec,Stencil3D,32768,41283.03,42101.83
default,1,mbytes/sec,Stencil3D,65536,42019.13,44325.12
default,1,mbytes/sec,Stencil3D,131072,45925.25,47608.04
default,1,mbytes/sec,Stencil3D,262144,42635.08,43470.02
default,1,mbytes/sec,Stencil3D,524288,43241.99,43902.20
default,1,mbytes/sec,Stencil3D,1048576,43355.43,43802.70
default,1,mbytes/sec,Stencil3D,2097152,42930.63,43262.36
default,1,mbytes/sec,Stencil3D,4194304,38840.21,38820.65
em1,1,mbytes/sec,PingPong,0,0.00,0.00
em1,1,mbytes/sec,PingPong,1,0.24,0.30
em1,1,mbytes/sec,PingPong,2,0.49,0.60
em1,1,mbytes/sec,PingPong,4,0.98,1.22
em1,1,mbytes/sec,PingPong,8,1.96,2.45
em1,1,mbytes/sec,PingPong,16,3.91,4.89
em1,1,mbytes/sec,PingPong,32,7.81,9.78
em1,1,mbytes/sec,PingPong,64,15.50,19.29
em1,1,mbytes/sec,PingPong,128,30.78,35.59
em1,1,mbytes/sec,PingPong,256,55.42,55.38
em1,1,mbytes/sec,PingPong,512,90.70,94.93
em1,1,mbytes/sec,PingPong,1024,142.54,142.51
em1,1,mbytes/sec,PingPong,2048,249.40,249.45
em1,1,mbytes/sec,PingPong,4096,498.75,498.85
em1,1,mbytes/sec,PingPong,8192,997.71,997.71
em1,1,mbytes/sec,PingPong,16384,1055.52,1346.13
em1,1,mbytes/sec,PingPong,32768,1351.65,2363.69
em1,1,mbytes/sec,PingPong,65536,2056.34,2338.63
em1,1,mbytes/sec,PingPong,131072,3496.80,3605.37
em1,1,mbytes/sec,PingPong,262144,4339.53,5545.02
em1,1,mbytes/sec,PingPong,524288,6380.09,6647.76
em1,1,mbytes/sec,PingPong,1048576,7420.43,7469.66
em1,1,mbytes/sec,PingPong,2097152,7997.39,8040.96
em1,1,mbytes/sec,PingPong,4194304,8338.17,8321.17
em1,1,mbytes/sec,PingPing,0,0.00,0.00
em1,1,mbytes/sec,PingPing,1,0.44,0.51
em1,1,mbytes/sec,PingPing,2,0.89,1.02
em1,1,mbytes/sec,PingPing,4,1.76,2.04
em1,1,mbytes/sec,PingPing,8,3.53,4.08
em1,1,mbytes/sec,PingPing,16,7.07,8.13
em1,1,mbytes/sec,PingPing,32,13.65,15.41
em1,1,mbytes/sec,PingPing,64,25.85,28.97
em1,1,mbytes/sec,PingPing,128,55.77,67.12
em1,1,mbytes/sec,PingPing,256,105.11,110.62
em1,1,mbytes/sec,PingPing,512,179.85,189.96
em1,1,mbytes/sec,PingPing,1024,285.00,285.05
em1,1,mbytes/sec,PingPing,2048,498.85,508.53
em1,1,mbytes/sec,PingPing,4096,995.73,997.09
em1,1,mbytes/sec,PingPing,8192,1603.09,1149.24
em1,1,mbytes/sec,PingPing,16384,2026.70,2054.91
em1,1,mbytes/sec,PingPing,32768,2736.39,3933.44
em1,1,mbytes/sec,PingPing,65536,5721.22,4992.70
em1,1,mbytes/sec,PingPing,131072,6930.93,8045.64
em1,1,mbytes/sec,PingPing,262144,8686.72,9668.78
em1,1,mbytes/sec,PingPing,524288,11317.85,12034.22
em1,1,mbytes/sec,PingPing,1048576,13313.62,14064.88
em1,1,mbytes/sec,PingPing,2097152,15013.06,15423.45
em1,1,mbytes/sec,PingPing,4194304,15548.01,15992.28
em1,1,mbytes/sec,Unirandom,0,0.00,0.00
em1,1,mbytes/sec,Unirandom,1,0.24,0.30
em1,1,mbytes/sec,Unirandom,2,0.48,0.60
em1,1,mbytes/sec,Unirandom,4,0.97,1.20
em1,1,mbytes/sec,Unirandom,8,1.93,2.40
em1,1,mbytes/sec,Unirandom,16,3.87,4.78
em1,1,mbytes/sec,Unirandom,32,7.70,9.48
em1,1,mbytes/sec,Unirandom,64,15.35,18.77
em1,1,mbytes/sec,Unirandom,128,30.39,36.67
em1,1,mbytes/sec,Unirandom,256,59.97,70.73
em1,1,mbytes/sec,Unirandom,512,104.26,120.55
em1,1,mbytes/sec,Unirandom,1024,200.47,222.90
em1,1,mbytes/sec,Unirandom,2048,371.62,405.35
em1,1,mbytes/sec,Unirandom,4096,653.53,711.60
em1,1,mbytes/sec,Unirandom,8192,1046.50,1119.86
em1,1,mbytes/sec,Unirandom,16384,1348.58,1560.79
em1,1,mbytes/sec,Unirandom,32768,1945.74,2268.07
em1,1,mbytes/sec,Unirandom,65536,2679.50,2674.15
em1,1,mbytes/sec,Unirandom,131072,3257.70,3317.25
em1,1,mbytes/sec,Unirandom,262144,2045.86,2214.63
em1,1,mbytes/sec,Unirandom,524288,2478.86,2682.13
em1,1,mbytes/sec,Unirandom,1048576,2936.84,3049.41
em1,1,mbytes/sec,Unirandom,2097152,3170.74,3218.33
em1,1,mbytes/sec,Unirandom,4194304,3327.09,3340.16
em1,1,mbytes/sec,Birandom,0,0.00,0.00
em1,1,mbytes/sec,Birandom,1,0.25,0.31
em1,1,mbytes/sec,Birandom,2,0.50,0.61
em1,1,mbytes/sec,Birandom,4,1.01,1.23
em1,1,mbytes/sec,Birandom,8,2.01,2.45
em1,1,mbytes/sec,Birandom,16,4.03,4.90
em1,1,mbytes/sec,Birandom,32,8.03,9.69
em1,1,mbytes/sec,Birandom,64,15.94,19.08
em1,1,mbytes/sec,Birandom,128,31.54,36.75
em1,1,mbytes/sec,Birandom,256,62.14,69.50
em1,1,mbytes/sec,Birandom,512,106.56,117.97
em1,1,mbytes/sec,Birandom,1024,201.18,214.76
em1,1,mbytes/sec,Birandom,2048,372.14,388.91
em1,1,mbytes/sec,Birandom,4096,653.24,688.30
em1,1,mbytes/sec,Birandom,8192,1037.70,1104.02
em1,1,mbytes/sec,Birandom,16384,1299.69,1515.97
em1,1,mbytes/sec,Birandom,32768,1893.48,2173.59
em1,1,mbytes/sec,Birandom,65536,2608.98,2601.51
em1,1,mbytes/sec,Birandom,131072,3106.19,3245.80
em1,1,mbytes/sec,Birandom,262144,2351.64,2525.73
em1,1,mbytes/sec,Birandom,524288,2785.36,2975.30
em1,1,mbytes/sec,Birandom,1048576,3257.41,3319.64
em1,1,mbytes/sec,Birandom,2097152,3484.23,3500.49
em1,1,mbytes/sec,Birandom,4194304,3580.68,3603.00
em1,1,mbytes/sec,Corandom,0,0.00,0.00
em1,1,mbytes/sec,Corandom,1,0.45,0.54
em1,1,mbytes/sec,Corandom,2,0.90,1.08
em1,1,mbytes/sec,Corandom,4,1.80,2.16
em1,1,mbytes/sec,Corandom,8,3.61,4.31
em1,1,mbytes/sec,Corandom,16,7.23,8.53
em1,1,mbytes/sec,Corandom,32,14.39,16.84
em1,1,mbytes/sec,Corandom,64,28.34,32.68
em1,1,mbytes/sec,Corandom,128,56.43,61.57
em1,1,mbytes/sec,Corandom,256,110.72,112.31
em1,1,mbytes/sec,Corandom,512,188.11,182.59
em1,1,mbytes/sec,Corandom,1024,354.20,321.74
em1,1,mbytes/sec,Corandom,2048,650.42,563.84
em1,1,mbytes/sec,Corandom,4096,1153.95,1011.31
em1,1,mbytes/sec,Corandom,8192,1866.21,1693.88
em1,1,mbytes/sec,Corandom,16384,2355.15,2506.62
em1,1,mbytes/sec,Corandom,32768,3420.87,3790.27
em1,1,mbytes/sec,Corandom,65536,4756.63,4809.56
em1,1,mbytes/sec,Corandom,131072,5642.88,6013.84
em1,1,mbytes/sec,Corandom,262144,6359.80,6984.72
em1,1,mbytes/sec,Corandom,524288,8140.02,8787.00
em1,1,mbytes/sec,Corandom,1048576,9605.73,10808.73
em1,1,mbytes/sec,Corandom,2097152,10705.40,12827.24
em1,1,mbytes/sec,Corandom,4194304,11534.49,14374.42
em1,1,mbytes/sec,Stencil2D,0,0.00,0.00
em1,1,mbytes/sec,Stencil2D,1,0.98,0.72
em1,1,mbytes/sec,Stencil2D,2,2.02,1.45
em1,1,mbytes/sec,Stencil2D,4,4.06,2.89
em1,1,mbytes/sec,Stencil2D,8,8.07,5.76
em1,1,mbytes/sec,Stencil2D,16,16.17,11.63
em1,1,mbytes/sec,Stencil2D,32,33.02,22.88
em1,1,mbytes/sec,Stencil2D,64,66.75,45.38
em1,1,mbytes/sec,Stencil2D,128,122.52,84.44
em1,1,mbytes/sec,Stencil2D,256,241.93,149.38
em1,1,mbytes/sec,Stencil2D,512,386.32,263.39
em1,1,mbytes/sec,Stencil2D,1024,708.79,528.94
em1,1,mbytes/sec,Stencil2D,2048,1303.56,1005.51
em1,1,mbytes/sec,Stencil2D,4096,2306.24,1796.16
em1,1,mbytes/sec,Stencil2D,8192,3994.44,3026.96
em1,1,mbytes/sec,Stencil2D,16384,5323.30,4602.02
em1,1,mbytes/sec,Stencil2D,32768,7106.67,7173.78
em1,1,mbytes/sec,Stencil2D,65536,8088.01,9697.32
em1,1,mbytes/sec,Stencil2D,131072,8628.83,10571.26
em1,1,mbytes/sec,Stencil2D,262144,9251.13,9309.76
em1,1,mbytes/sec,Stencil2D,524288,10005.84,10312.03
em1,1,mbytes/sec,Stencil2D,1048576,6364.78,5830.74
em1,1,mbytes/sec,Stencil2D,2097152,7029.59,4596.39
em1,1,mbytes/sec,Stencil2D,4194304,8559.44,5781.65
em1,1,mbytes/sec,Stencil3D,0,0.00,0.00
em1,1,mbytes/sec,Stencil3D,1,0.96,1.09
em1,1,mbytes/sec,Stencil3D,2,1.92,2.19
em1,1,mbytes/sec,Stencil3D,4,3.83,4.35
em1,1,mbytes/sec,Stencil3D,8,7.66,8.81
em1,1,mbytes/sec,Stencil3D,16,15.30,17.41
em1,1,mbytes/sec,Stencil3D,32,30.52,34.27
em1,1,mbytes/sec,Stencil3D,64,60.66,66.66
em1,1,mbytes/sec,Stencil3D,128,121.07,124.80
em1,1,mbytes/sec,Stencil3D,256,237.12,228.12
em1,1,mbytes/sec,Stencil3D,512,424.35,410.41
em1,1,mbytes/sec,Stencil3D,1024,831.53,718.70
em1,1,mbytes/sec,Stencil3D,2048,1503.87,1327.00
em1,1,mbytes/sec,Stencil3D,4096,2649.53,2401.21
em1,1,mbytes/sec,Stencil3D,8192,4494.87,4055.15
em1,1,mbytes/sec,Stencil3D,16384,6125.66,6166.23
em1,1,mbytes/sec,Stencil3D,32768,7134.41,8578.71
em1,1,mbytes/sec,Stencil3D,65536,8169.23,10046.02
em1,1,mbytes/sec,Stencil3D,131072,8169.03,9410.09
em1,1,mbytes/sec,Stencil3D,262144,9849.46,10150.48
em1,1,mbytes/sec,Stencil3D,524288,10583.79,11014.09
em1,1,mbytes/sec,Stencil3D,1048576,8134.12,5813.93
em1,1,mbytes/sec,Stencil3D,2097152,8624.38,4957.51
em1,1,mbytes/sec,Stencil3D,4194304,8627.37,6184.66
ib0,1,mbytes/sec,PingPong,0,0.00,0.00
ib0,1,mbytes/sec,PingPong,1,0.31,0.37
ib0,1,mbytes/sec,PingPong,2,0.63,0.74
ib0,1,mbytes/sec,PingPong,4,1.25,1.49
ib0,1,mbytes/sec,PingPong,8,2.50,2.97
ib0,1,mbytes/sec,PingPong,16,5.00,5.94
ib0,1,mbytes/sec,PingPong,32,10.05,11.86
ib0,1,mbytes/sec,PingPong,64,19.99,23.74
ib0,1,mbytes/sec,PingPong,128,38.72,45.36
ib0,1,mbytes/sec,PingPong,256,77.15,90.44
ib0,1,mbytes/sec,PingPong,512,137.81,158.16
ib0,1,mbytes/sec,PingPong,1024,270.81,310.42
ib0,1,mbytes/sec,PingPong,2048,512.99,582.51
ib0,1,mbytes/sec,PingPong,4096,930.61,1011.52
ib0,1,mbytes/sec,PingPong,8192,1602.63,1721.62
ib0,1,mbytes/sec,PingPong,16384,2047.77,2387.30
ib0,1,mbytes/sec,PingPong,32768,3116.27,3476.59
ib0,1,mbytes/sec,PingPong,65536,3996.77,4444.25
ib0,1,mbytes/sec,PingPong,131072,4889.66,5180.36
ib0,1,mbytes/sec,PingPong,262144,6894.01,8041.63
ib0,1,mbytes/sec,PingPong,524288,9291.23,10610.18
ib0,1,mbytes/sec,PingPong,1048576,9664.03,12695.19
ib0,1,mbytes/sec,PingPong,2097152,11310.83,14274.21
ib0,1,mbytes/sec,PingPong,4194304,13363.94,15699.28
ib0,1,mbytes/sec,PingPing,0,0.00,0.00
ib0,1,mbytes/sec,PingPing,1,0.51,0.69
ib0,1,mbytes/sec,PingPing,2,1.02,1.36
ib0,1,mbytes/sec,PingPing,4,2.01,2.74
ib0,1,mbytes/sec,PingPing,8,4.12,5.49
ib0,1,mbytes/sec,PingPing,16,8.16,10.92
ib0,1,mbytes/sec,PingPing,32,16.16,21.87
ib0,1,mbytes/sec,PingPing,64,31.53,43.76
ib0,1,mbytes/sec,PingPing,128,63.50,84.21
ib0,1,mbytes/sec,PingPing,256,125.43,166.84
ib0,1,mbytes/sec,PingPing,512,215.11,291.29
ib0,1,mbytes/sec,PingPing,1024,416.88,571.40
ib0,1,mbytes/sec,PingPing,2048,792.71,1104.90
ib0,1,mbytes/sec,PingPing,4096,1406.07,1966.92
ib0,1,mbytes/sec,PingPing,8192,2435.20,3345.94
ib0,1,mbytes/sec,PingPing,16384,3857.21,4243.40
ib0,1,mbytes/sec,PingPing,32768,5181.69,6126.61
ib0,1,mbytes/sec,PingPing,65536,6401.71,7081.36
ib0,1,mbytes/sec,PingPing,131072,5450.64,6898.76
ib0,1,mbytes/sec,PingPing,262144,9097.95,13716.87
ib0,1,mbytes/sec,PingPing,524288,11309.12,16207.21
ib0,1,mbytes/sec,PingPing,1048576,14566.92,18044.30
ib0,1,mbytes/sec,PingPing,2097152,17371.69,20354.89
ib0,1,mbytes/sec,PingPing,4194304,19921.25,21277.86
ib0,1,mbytes/sec,Unirandom,0,0.00,0.00
ib0,1,mbytes/sec,Unirandom,1,0.27,0.35
ib0,1,mbytes/sec,Unirandom,2,0.53,0.70
ib0,1,mbytes/sec,Unirandom,4,1.07,1.40
ib0,1,mbytes/sec,Unirandom,8,2.13,2.81
ib0,1,mbytes/sec,Unirandom,16,4.27,5.62
ib0,1,mbytes/sec,Unirandom,32,8.55,11.20
ib0,1,mbytes/sec,Unirandom,64,17.03,22.39
ib0,1,mbytes/sec,Unirandom,128,32.83,42.66
ib0,1,mbytes/sec,Unirandom,256,65.30,84.50
ib0,1,mbytes/sec,Unirandom,512,116.80,146.61
ib0,1,mbytes/sec,Unirandom,1024,230.20,287.64
ib0,1,mbytes/sec,Unirandom,2048,437.91,544.25
ib0,1,mbytes/sec,Unirandom,4096,800.36,973.11
ib0,1,mbytes/sec,Unirandom,8192,1436.37,1714.52
ib0,1,mbytes/sec,Unirandom,16384,1822.94,2152.16
ib0,1,mbytes/sec,Unirandom,32768,2531.92,2927.71
ib0,1,mbytes/sec,Unirandom,65536,3118.90,3600.87
ib0,1,mbytes/sec,Unirandom,131072,3380.84,3947.57
ib0,1,mbytes/sec,Unirandom,262144,2794.53,3416.64
ib0,1,mbytes/sec,Unirandom,524288,3781.92,4621.81
ib0,1,mbytes/sec,Unirandom,1048576,4542.72,5689.15
ib0,1,mbytes/sec,Unirandom,2097152,5054.81,6424.13
ib0,1,mbytes/sec,Unirandom,4194304,5816.53,6897.67
ib0,1,mbytes/sec,Birandom,0,0.00,0.00
ib0,1,mbytes/sec,Birandom,1,0.28,0.37
ib0,1,mbytes/sec,Birandom,2,0.55,0.73
ib0,1,mbytes/sec,Birandom,4,1.10,1.47
ib0,1,mbytes/sec,Birandom,8,2.21,2.94
ib0,1,mbytes/sec,Birandom,16,4.42,5.87
ib0,1,mbytes/sec,Birandom,32,8.83,11.70
ib0,1,mbytes/sec,Birandom,64,17.59,23.39
ib0,1,mbytes/sec,Birandom,128,34.09,44.95
ib0,1,mbytes/sec,Birandom,256,67.82,89.24
ib0,1,mbytes/sec,Birandom,512,115.31,148.74
ib0,1,mbytes/sec,Birandom,1024,227.03,291.75
ib0,1,mbytes/sec,Birandom,2048,427.73,546.30
ib0,1,mbytes/sec,Birandom,4096,783.35,971.53
ib0,1,mbytes/sec,Birandom,8192,1366.97,1645.04
ib0,1,mbytes/sec,Birandom,16384,1698.42,2019.18
ib0,1,mbytes/sec,Birandom,32768,2351.03,2694.91
ib0,1,mbytes/sec,Birandom,65536,2856.81,3226.09
ib0,1,mbytes/sec,Birandom,131072,2953.44,3486.22
ib0,1,mbytes/sec,Birandom,262144,3156.50,3966.18
ib0,1,mbytes/sec,Birandom,524288,4184.71,5210.48
ib0,1,mbytes/sec,Birandom,1048576,5114.22,6306.54
ib0,1,mbytes/sec,Birandom,2097152,5670.06,6938.25
ib0,1,mbytes/sec,Birandom,4194304,6322.40,7207.90
ib0,1,mbytes/sec,Corandom,0,0.00,0.00
ib0,1,mbytes/sec,Corandom,1,0.47,0.66
ib0,1,mbytes/sec,Corandom,2,0.94,1.31
ib0,1,mbytes/sec,Corandom,4,1.89,2.63
ib0,1,mbytes/sec,Corandom,8,3.76,5.26
ib0,1,mbytes/sec,Corandom,16,7.52,10.53
ib0,1,mbytes/sec,Corandom,32,15.22,20.98
ib0,1,mbytes/sec,Corandom,64,30.28,41.86
ib0,1,mbytes/sec,Corandom,128,58.11,79.69
ib0,1,mbytes/sec,Corandom,256,116.00,158.41
ib0,1,mbytes/sec,Corandom,512,209.99,273.00
ib0,1,mbytes/sec,Corandom,1024,412.69,534.01
ib0,1,mbytes/sec,Corandom,2048,786.09,981.63
ib0,1,mbytes/sec,Corandom,4096,1424.23,1745.62
ib0,1,mbytes/sec,Corandom,8192,2564.81,2973.36
ib0,1,mbytes/sec,Corandom,16384,3264.28,3757.95
ib0,1,mbytes/sec,Corandom,32768,4515.34,4539.50
ib0,1,mbytes/sec,Corandom,65536,5516.46,6243.57
ib0,1,mbytes/sec,Corandom,131072,4423.68,6690.79
ib0,1,mbytes/sec,Corandom,262144,8324.66,10262.44
ib0,1,mbytes/sec,Corandom,524288,9015.32,13175.65
ib0,1,mbytes/sec,Corandom,1048576,11068.54,15493.05
ib0,1,mbytes/sec,Corandom,2097152,10509.12,17478.50
ib0,1,mbytes/sec,Corandom,4194304,11673.08,14914.20
ib0,1,mbytes/sec,Stencil2D,0,0.00,0.00
ib0,1,mbytes/sec,Stencil2D,1,0.93,1.17
ib0,1,mbytes/sec,Stencil2D,2,1.78,2.26
ib0,1,mbytes/sec,Stencil2D,4,3.62,4.68
ib0,1,mbytes/sec,Stencil2D,8,7.28,9.37
ib0,1,mbytes/sec,Stencil2D,16,14.51,18.76
ib0,1,mbytes/sec,Stencil2D,32,29.12,37.16
ib0,1,mbytes/sec,Stencil2D,64,58.16,74.79
ib0,1,mbytes/sec,Stencil2D,128,118.21,148.45
ib0,1,mbytes/sec,Stencil2D,256,247.05,295.43
ib0,1,mbytes/sec,Stencil2D,512,375.73,492.50
ib0,1,mbytes/sec,Stencil2D,1024,741.58,972.58
ib0,1,mbytes/sec,Stencil2D,2048,1409.81,1827.38
ib0,1,mbytes/sec,Stencil2D,4096,2648.28,3305.68
ib0,1,mbytes/sec,Stencil2D,8192,4848.62,5624.61
ib0,1,mbytes/sec,Stencil2D,16384,5317.86,5922.19
ib0,1,mbytes/sec,Stencil2D,32768,6024.01,6506.15
ib0,1,mbytes/sec,Stencil2D,65536,6256.63,7689.66
ib0,1,mbytes/sec,Stencil2D,131072,7974.62,7426.18
ib0,1,mbytes/sec,Stencil2D,262144,11795.15,13690.32
ib0,1,mbytes/sec,Stencil2D,524288,13668.51,16295.65
ib0,1,mbytes/sec,Stencil2D,1048576,17949.07,19345.34
